,Unnamed: 0.1,Unnamed: 0,POI_id,trajectory_id,norm_in_day_time,user_id,latitude,longitude,UTC_time,localtime,POI_catid,POI_catid_code,POI_catname,label
10,9227,112032,4cbca639adcd5481da8e2fa2,246_27,0.5,246.0,-73.97573990806953,40.74433674934242,2023-05-32 00:12:00+00:00,2012-06-17 14:33:58,4bf58dd8d48988d100951735,1.0,NoCat,1
11,7104,77123,4a5519d5f964a520adb31fe3,246_21,0.5,246.0,-73.99020829705454,40.7368875094195,2023-05-32 00:12:00+00:00,2012-05-19 15:06:08,4bf58dd8d48988d100951735,1.0,NoCat,1
12,12736,175240,49f8f8a2f964a520446d1fe3,246_39,0.5,246.0,-73.99415373802185,40.76172345284903,2023-05-32 00:12:00+00:00,2012-11-12 00:02:07,4bf58dd8d48988d100951735,1.0,NoCat,0
13,1050,998,4c0c2b61bbc676b0a8b44cd5,246_0,0.5,246.0,-73.9719633703152,40.735604988736725,2023-05-32 00:12:00+00:00,2012-04-03 21:32:50,4bf58dd8d48988d100951735,1.0,NoCat,0
14,11297,150162,3fd66200f964a52046e71ee3,296_18,0.5,296.0,-73.977803,40.745949,2023-05-32 00:12:00+00:00,2012-08-16 18:36:03,4bf58dd8d48988d100951735,1.0,NoCat,1
15,1060,1038,4c082c5a340720a116b98293,296_0,0.5,296.0,-73.96758984041038,40.75608725117609,2023-05-32 00:12:00+00:00,2012-04-03 22:28:41,4bf58dd8d48988d100951735,1.0,NoCat,0
16,2486,18923,4a4cc69df964a52040ad1fe3,1013_3,0.5,1013.0,-73.96081924438477,40.773643750011495,2023-05-32 00:12:00+00:00,2012-04-16 07:22:01,4bf58dd8d48988d100951735,1.0,NoCat,1
17,7738,87692,4e7a39122271920e476b47e3,1013_12,0.5,1013.0,-73.9834132829835,40.74716739491837,2023-05-32 00:12:00+00:00,2012-05-29 01:08:13,4bf58dd8d48988d100951735,1.0,NoCat,1
18,1064,1063,3fd66200f964a52093ea1ee3,1013_0,0.5,1013.0,-73.99687107972214,40.719209382315626,2023-05-32 00:12:00+00:00,2012-04-03 22:56:54,4bf58dd8d48988d100951735,1.0,NoCat,0
19,3377,29771,49bebdfbf964a520d4541fe3,1013_5,0.5,1013.0,-73.99480551481247,40.72583691889508,2023-05-32 00:12:00+00:00,2012-04-21 20:56:28,4bf58dd8d48988d100951735,1.0,NoCat,0
20,5064,51498,4a14d7c6f964a52083781fe3,706_24,0.5,706.0,-73.9765204598217,40.75928598290908,2023-05-32 00:12:00+00:00,2012-05-05 18:02:27,4bf58dd8d48988d100951735,1.0,NoCat,1
21,2700,21135,4a8dc130f964a520b81020e3,706_10,0.5,706.0,-73.8319444656372,40.714671455569125,2023-05-32 00:12:00+00:00,2012-04-17 12:57:45,4bf58dd8d48988d100951735,1.0,NoCat,0
22,3597,32303,40a2ba80f964a520fef21ee3,983_2,0.5,983.0,-74.00270154186394,40.75006726071233,2023-05-32 00:12:00+00:00,2012-04-23 09:20:02,4bf58dd8d48988d100951735,1.0,NoCat,1
23,1171,1705,451287ebf964a520a1391fe3,983_0,0.5,983.0,-74.00239165956324,40.74119771684408,2023-05-32 00:12:00+00:00,2012-04-04 09:20:06,4bf58dd8d48988d100951735,1.0,NoCat,0
24,9707,119707,4cc701aa01fb236ab070baba,47_1,0.5,47.0,-73.99313449859619,40.73577905884602,2023-05-32 00:12:00+00:00,2012-07-03 11:07:57,4bf58dd8d48988d100951735,1.0,NoCat,1
25,1205,1853,49fe2f8af964a5207b6f1fe3,47_0,0.5,47.0,-74.00527239790054,40.7292388125015,2023-05-32 00:12:00+00:00,2012-04-04 11:13:24,4bf58dd8d48988d100951735,1.0,NoCat,0
26,5034,50841,43ed7e9ef964a5204e2f1fe3,906_9,0.5,906.0,-73.99064004421234,40.73808374026024,2023-05-32 00:12:00+00:00,2012-05-05 12:50:45,4bf58dd8d48988d100951735,1.0,NoCat,1
27,1401,4354,4a5d186ff964a5202bbd1fe3,906_1,0.5,906.0,-73.99005334586639,40.7385662300362,2023-05-32 00:12:00+00:00,2012-04-07 18:11:38,4bf58dd8d48988d100951735,1.0,NoCat,0
28,8660,103255,3fd66200f964a52038eb1ee3,166_2,0.5,166.0,-73.99334746639536,40.72449429624432,2023-05-32 00:12:00+00:00,2012-06-09 20:12:12,4bf58dd8d48988d100951735,1.0,NoCat,1
29,1416,4670,41e5ba00f964a520e31e1fe3,166_0,0.5,166.0,-73.98914337158203,40.721502075213984,2023-05-32 00:12:00+00:00,2012-04-07 21:09:54,4bf58dd8d48988d100951735,1.0,NoCat,0
30,7647,86077,4ad74911f964a5203f0921e3,534_4,0.5,534.0,-74.00571426030355,40.74018614201558,2023-05-32 00:12:00+00:00,2012-05-27 23:47:40,4bf58dd8d48988d100951735,1.0,NoCat,1
31,1418,4691,4da5dd2fcda1c55f755f88c5,534_0,0.5,534.0,-73.99532735481978,40.759297303663125,2023-05-32 00:12:00+00:00,2012-04-07 21:22:41,4bf58dd8d48988d100951735,1.0,NoCat,0
32,8514,101406,3fd66200f964a520a4e31ee3,431_6,0.5,431.0,-73.969253,40.75828,2023-05-32 00:12:00+00:00,2012-06-08 19:34:50,4bf58dd8d48988d100951735,1.0,NoCat,1
33,4311,42465,49b87b8cf964a52044531fe3,431_2,0.5,431.0,-74.0057623386383,40.72635525176133,2023-05-32 00:12:00+00:00,2012-04-28 22:57:15,4bf58dd8d48988d100951735,1.0,NoCat,0
34,13977,197700,4a534cc4f964a5202cb21fe3,939_13,0.5,939.0,-73.99982929229736,40.72982797782921,2023-05-32 00:12:00+00:00,2012-12-16 19:24:35,4bf58dd8d48988d100951735,1.0,NoCat,1
35,13248,185915,4b0835acf964a520540623e3,939_12,0.5,939.0,-73.98931503295898,40.75697749071767,2023-05-32 00:12:00+00:00,2012-11-30 22:24:44,4bf58dd8d48988d100951735,1.0,NoCat,0
36,7619,85728,46fe3f5ef964a520184b1fe3,879_20,0.5,879.0,-73.99028290313753,40.72574081337552,2023-05-32 00:12:00+00:00,2012-05-27 19:19:40,4bf58dd8d48988d100951735,1.0,NoCat,1
37,1665,8133,4de78fdf1fc7fcfe04abdfd5,879_1,0.5,879.0,-73.97068920256386,40.74395580997907,2023-05-32 00:12:00+00:00,2012-04-10 06:09:25,4bf58dd8d48988d100951735,1.0,NoCat,0
38,1336,5794,4bbe816e98f49521516ad163,889_2,0.5,889.0,-73.997863877643,40.91404635747453,2023-05-32 00:12:00+00:00,2012-04-08 15:12:15,4bf58dd8d48988d100951735,1.0,NoCat,1
39,3803,34565,4b511e75f964a520654327e3,889_15,0.5,889.0,-74.05707235485711,40.91742684140853,2023-05-32 00:12:00+00:00,2012-04-24 11:25:17,4bf58dd8d48988d100951735,1.0,NoCat,1
40,10216,127875,4b99826df964a5203c8035e3,889_42,0.5,889.0,-74.0324878692627,40.910107224587655,2023-05-32 00:12:00+00:00,2012-07-09 14:20:18,4bf58dd8d48988d100951735,1.0,NoCat,0
41,1673,8314,4cf1a69a1d18a143dcf754ec,889_3,0.5,889.0,-73.99635314941406,40.94269410852135,2023-05-32 00:12:00+00:00,2012-04-10 11:23:37,4bf58dd8d48988d100951735,1.0,NoCat,0
42,8459,100724,4bc743d68b7c9c74df1536cf,1012_20,0.5,1012.0,-73.99996876716614,40.72134758085029,2023-05-32 00:12:00+00:00,2012-06-08 13:41:45,4bf58dd8d48988d100951735,1.0,NoCat,1
43,1088,2006,4f74a494e4b0da64dfe954dd,1012_0,0.5,1012.0,-73.98423397734838,40.754597385692016,2023-05-32 00:12:00+00:00,2012-04-04 12:21:37,4bf58dd8d48988d100951735,1.0,NoCat,1
44,1685,8482,4b4756c3f964a520422f26e3,1012_2,0.5,1012.0,-73.97595226764679,40.75708314082242,2023-05-32 00:12:00+00:00,2012-04-10 12:56:14,4bf58dd8d48988d100951735,1.0,NoCat,0
45,5805,62673,4acf7fb1f964a5201dd420e3,1012_10,0.5,1012.0,-73.99091631174088,40.69238982068587,2023-05-32 00:12:00+00:00,2012-05-12 11:49:43,4bf58dd8d48988d100951735,1.0,NoCat,0
46,7469,83628,4c7ecc952042b1f79b0dc1ad,291_9,0.5,291.0,-73.97173953064508,40.762762512171065,2023-05-32 00:12:00+00:00,2012-05-25 23:20:36,4bf58dd8d48988d100951735,1.0,NoCat,1
47,10965,141835,4f61aa6310812ca122be0fc1,291_19,0.5,291.0,-73.93747329711914,40.80435689364969,2023-05-32 00:12:00+00:00,2012-07-29 16:09:52,4bf58dd8d48988d100951735,1.0,NoCat,0
48,6992,75091,4ca46d775720b1f7adbd39ef,1006_17,0.5,1006.0,-73.73472168579026,40.67486171552956,2023-05-32 00:12:00+00:00,2012-05-18 16:42:42,4bf58dd8d48988d100951735,1.0,NoCat,1
49,1822,10256,4af78782f964a520bb0922e3,1006_0,0.5,1006.0,-73.94446358321665,40.67995491454707,2023-05-32 00:12:00+00:00,2012-04-11 14:33:47,4bf58dd8d48988d100951735,1.0,NoCat,0
50,15170,221541,49f9ea10f964a520936d1fe3,804_4,0.5,804.0,-74.00943275021737,40.73815078830259,2023-05-32 00:12:00+00:00,2013-02-03 01:01:00,4bf58dd8d48988d100951735,1.0,NoCat,1
51,13294,186736,4d046fa67d9ba35d012c6623,804_3,0.5,804.0,-74.0100524915064,40.72987911109646,2023-05-32 00:12:00+00:00,2012-12-01 23:38:13,4bf58dd8d48988d100951735,1.0,NoCat,0
52,2547,19769,4d56bce5e7f1a1cda66d0aa5,749_2,0.5,749.0,-74.04390566975712,40.78928261243819,2023-05-32 00:12:00+00:00,2012-04-16 14:03:13,4bf58dd8d48988d100951735,1.0,NoCat,1
53,1934,11417,4b6ffcb4f964a52068022de3,749_1,0.5,749.0,-74.05594646930695,40.710277939678456,2023-05-32 00:12:00+00:00,2012-04-12 07:08:06,4bf58dd8d48988d100951735,1.0,NoCat,0
54,8030,92773,3fd66200f964a52084ea1ee3,461_8,0.5,461.0,-73.98120944300699,40.74132956997647,2023-05-32 00:12:00+00:00,2012-06-02 23:03:41,4bf58dd8d48988d100951735,1.0,NoCat,1
55,10508,132572,4e98aefe1081f57b9dff926a,461_14,0.5,461.0,-74.00107812907663,40.72322458198709,2023-05-32 00:12:00+00:00,2012-07-13 14:03:27,4bf58dd8d48988d100951735,1.0,NoCat,0
56,4860,48308,4bc743d68b7c9c74df1536cf,791_11,0.5,791.0,-73.99996876716614,40.72134758085029,2023-05-32 00:12:00+00:00,2012-05-04 10:33:50,4bf58dd8d48988d100951735,1.0,NoCat,1
57,2014,12267,4bd8df990115c9b618ba7580,791_3,0.5,791.0,-73.99331877220993,40.740787336369145,2023-05-32 00:12:00+00:00,2012-04-12 16:40:47,4bf58dd8d48988d100951735,1.0,NoCat,0
58,4312,40230,4b74b248f964a520f4ec2de3,721_2,0.5,721.0,-73.97376555715006,40.68589841169453,2023-05-32 00:12:00+00:00,2012-04-27 22:18:53,4bf58dd8d48988d100951735,1.0,NoCat,1
59,2162,14037,4b61f328f964a520082d2ae3,721_1,0.5,721.0,-73.99179797423834,40.7408667651662,2023-05-32 00:12:00+00:00,2012-04-13 14:20:49,4bf58dd8d48988d100951735,1.0,NoCat,0
