,users,in_loc,out_loc
81,1057,4b53b0fcf964a520ffa727e3,4f91fb27e4b02d88431cfce9
82,1057,4e4c36afbd41b9fca4317c1c,4b21978ef964a5208b3e24e3
83,1057,4af23a4af964a520c2e621e3,4f90c41de4b07256ede0e54a
84,1057,4ace6c89f964a52078d020e3,4a464a63f964a520a3a81fe3
85,1057,4b253da7f964a520906e24e3,4bfac18f5317a593fd1c037f
86,982,41818800f964a520db1d1fe3,4be63bdd910020a1452cd414
87,982,42829c80f964a5206a221fe3,4a303a66f964a52036991fe3
88,982,4a60c306f964a52028c11fe3,4bbe816e98f49521516ad163
89,982,4a35477cf964a520b79c1fe3,4ab52081f964a520a57220e3
90,982,44e39280f964a52045371fe3,4b23edfcf964a5201e5d24e3
91,982,49a5746cf964a5209c521fe3,4f5fcda9e4b071906baf9e2a
92,982,4c3f6b713735be9a795b15a4,4bc4a8a2920eb7139b0c1f2c
93,982,460ab8cdf964a520f1441fe3,4b990014f964a5203b5b35e3
94,982,3fd66200f964a520d7f11ee3,4eda64ced5fb8f213a5d740e
95,995,4aca10d4f964a5205dc020e3,4df2c095d22d8c5470dba3ae
96,995,46d43138f964a520634a1fe3,3fd66200f964a5204de71ee3
97,995,4b8023c7f964a520cd5530e3,4abbaa6ef964a5204a8420e3
98,995,4ec546395c5c09569ba970f6,4f8bf1fee4b0ab0c1d4a0158
99,995,4bae1d87f964a52011863be3,4ad13502f964a5207fdd20e3
100,629,3fd66200f964a520c5f11ee3,4f451db1e4b0b5bea51b42c5
101,629,3fd66200f964a520d7f11ee3,4b4b82fef964a520a99e26e3
102,629,4a8e031cf964a520be1120e3,4b96cb85f964a5200ce534e3
103,629,4858e6b4f964a520c0501fe3,4f628d17e4b0ce431b69bafc
104,629,4c1918c7fe5a76b07b0f0315,4d90fce35091a1cdc365c701
105,528,4e538e2d22711d4da5bccef1,42b9fb80f964a5209b251fe3
106,528,4b1319b4f964a520189423e3,4a149749f964a52055781fe3
107,528,4aeb54a8f964a52006c121e3,4d97d9d4a2c654810e77e453
108,528,4e78746fd4c084f1c75db357,4bd7282e5631c9b6e315a730
109,528,4bdec4fce75c0f477eb0c803,4c0e7b537189c928848fd8b6
110,528,4e68c13d483bc776308ceb32,4b300112f964a52040f424e3
111,528,4b2b9539f964a520e0b724e3,4aa0032bf964a520f33d20e3
112,528,4e8684590aaf882b7042b9d7,4a3ce9a6f964a520aaa11fe3
113,528,4a747319f964a52033de1fe3,4f199811e4b026aa4df487bb
114,528,49fa554bf964a520ee6d1fe3,4b0e9ae4f964a520e05823e3
115,528,4a9320d2f964a520e31e20e3,4a2946ddf964a5207a951fe3
116,528,3fd66200f964a520def11ee3,4a9e7463f964a520383a20e3
117,528,4a1467b2f964a52034781fe3,4bf6e7534a67c9284ba522cf
118,528,3fd66200f964a520daf11ee3,4a5a0495f964a520a4b91fe3
119,548,3fd66200f964a520ccf11ee3,4a785251f964a52063e51fe3
120,548,453cacc7f964a520153c1fe3,49fe029cf964a5205d6f1fe3
121,548,4858e403f964a520bf501fe3,4ff9e53fe4b0734a7bd189e6
122,548,4c5ef77bfff99c74eda954d3,4b457998f964a5201d0d26e3
123,548,4a423a67f964a520aba51fe3,4c6f9028b5fe952146446111
124,548,49b79f54f964a5202c531fe3,3fd66200f964a520f7e51ee3
125,548,4a19d10ff964a520597a1fe3,3fd66200f964a52088e51ee3
126,722,4b105b45f964a520916e23e3,4b6d1643f964a5204b662ce3
127,722,4df27e5ad22d8c5470da6596,3fd66200f964a520d5e61ee3
128,722,4bc865df6501c9b6d3fe3f29,4b14699bf964a520c7a223e3
129,722,4c9f07e00313370445d56ed5,4f1e2589e4b0475df9cd00cc
130,722,4a6f77a1f964a5203ed61fe3,4d960605daec224beab30c3e
131,722,4cac775536fa6dcb16abde78,4b67b670f964a520af5b2be3
132,722,4a64792df964a52034c61fe3,4ba83a9cf964a52054d239e3
133,722,4c4b52ce9e6dbe9acbd4e10b,4bf453a66a31d13a92a0952e
134,722,4f16bba4e4b09e81dde4b57b,4a6b310df964a52024ce1fe3
135,722,4c40f8ab520fa59343f3c8ac,4ecd244ce30072984c20c9b2
136,722,49c170abf964a520a7551fe3,4bc5fba06c26b7131615ecf3
137,722,4bc0de0674a9a593e4d8d0f6,50286ae5e4b07f3295f9166d
138,722,4b526d05f964a520ab7c27e3,4eb8e0c8e5e874370577ab72
139,722,4c0b32d37e3fc928650bf582,4e628332d22d509a39a9a788
140,722,4ad607d3f964a520a10421e3,4dcf439b52b1f8915bacf008
141,722,4e2de053a8092ca5c37048b0,4bfdb176b68d0f478e30e957
142,722,4c1a47228b3aa5936051955f,4a78d49ef964a52087e61fe3
143,722,4fe203d8e4b09e457c0a37cf,40b68100f964a52085001fe3
144,722,4ec27c885c5c3d470deb0904,4b1bd941f964a52019fe23e3
145,722,43bba61df964a520eb2c1fe3,4a856435f964a5203afe1fe3
146,722,441a8599f964a52036311fe3,4e4d9c17814dd49447e709e1
147,722,4b9ff08af964a5202a4c37e3,4137b400f964a520d01a1fe3
148,722,4a737bf8f964a52091dc1fe3,4afc15ebf964a520cf1f22e3
149,722,4a0f1baef964a52026761fe3,4d6c08809d7e2d437d2d26b3
150,722,4606214ef964a520c6441fe3,4bc743d68b7c9c74df1536cf
151,722,4c1290c98aedd13a88515137,4f4b98a3754aea0759155a7a
152,722,49c6630ef964a5203d571fe3,4d75583efe1b721e9286b91f
153,722,4a299005f964a520a8951fe3,49ccb947f964a5208c591fe3
154,657,4e17a47b6284ea7246f0d87c,4cf1a69a1d18a143dcf754ec
155,657,4bdc47fcc79cc928c0da85e9,4a71ee23f964a520e7d91fe3
156,657,424b3d80f964a52096201fe3,45b24bbef964a520a5411fe3
157,657,4e6dfab3b61cf2b03c254994,4bbc407551b89c74ad3b872a
158,657,40afe980f964a5203bf31ee3,3fd66200f964a52074e51ee3
159,657,3fd66200f964a520f6e61ee3,4d9e8aa89b91a1cdc7c958c0
160,657,3fd66200f964a5202be41ee3,4d857db65ad3a0938b29e7fd
161,657,43a72ba0f964a520672c1fe3,4c1e31d5fcf8c9b61ad6ac0b
162,657,4fa4a231e4b09571de93b9a7,3fd66200f964a520bbe91ee3
163,657,4eec0f6d722ea77616031adc,4bcf23929854d13afd6df54d
164,657,4abadd53f964a520338320e3,4e6563b4091afcffda032627
165,657,43cbf323f964a520c52d1fe3,4b5fd95cf964a520b2ce29e3
166,657,4be767efd4f7c9b610e02720,4d74eb5b1a8aa35d8a3e16a7
167,657,3fd66200f964a520f4e61ee3,4d7511de170ab1f70edcfc94
168,657,4a4821f5f964a52095aa1fe3,4c1e31d5fcf8c9b61ad6ac0b
169,657,423e0e80f964a52044201fe3,4f5f99dfe4b0e5574bf9c3d1
170,657,4ed34551754ad8083f6fd853,4a808da6f964a52097f51fe3
171,657,43d9af53f964a520702e1fe3,42644a00f964a52029211fe3
172,657,4c97edbdf419a09395806b88,4d9434251231b60c6bdb74a1
173,657,4c7acd1cbd346dcb19adf9ef,4abd18aaf964a5206a8820e3
174,657,42829c80f964a52032221fe3,4b1bd941f964a52019fe23e3
175,657,4a4138ebf964a520f9a41fe3,3fd66200f964a52073e81ee3
176,657,4f297e04a17c6fd5208ea108,4a464a63f964a520a3a81fe3
177,657,4a91817af964a520761a20e3,4bbf887c74a9a593d39dcef6
178,657,4acf58baf964a52028d320e3,4b96cb85f964a5200ce534e3
179,657,3fd66200f964a520cee51ee3,4f008bfa61af974bcea5389f
180,657,42001800f964a520591f1fe3,4b740e31f964a520b2c52de3
181,657,4ad04456f964a520c7d720e3,4d56ec83c6edf04dd0d7d6a2
182,657,4fc79283e4b0f64664f98a68,4a3ffdc5f964a5202da41fe3
183,657,4800619cf964a520ec4e1fe3,4effed9930f899233269cb10
184,657,4ddc9302887775ea9c44a155,4a9e7e1af964a5204c3a20e3
185,657,4a416369f964a52036a51fe3,4b049219f964a520425522e3
186,657,49c853f7f964a52015581fe3,4e59832fd4c0ba8c119fe68b
187,657,4d15545cbb488cfaf6c29ed4,4c2603d9905a0f47456c6260
188,657,41156d00f964a520f40b1fe3,49f37b88f964a520a26a1fe3
189,657,4dd10cf4b0fb25f6e3817b33,45367ca4f964a520ab3b1fe3
190,657,4283ee00f964a5209d221fe3,4cd5ebf57da9a35d56bcecb9
191,657,4a3d4aecf964a52012a21fe3,4b56ebc0f964a520511f28e3
192,657,49b79f54f964a5202c531fe3,4e37e5de1838d056d2767a96
193,657,49b7ed6df964a52030531fe3,4edd659e5c5c96a201ddd39f
194,657,4b40cf3df964a5206bbb25e3,4b61a925f964a520231c2ae3
195,657,4fe8877fe4b0227be1256499,4f984ef3e4b0a6559c7cc3c4
196,657,50abeb91e4b04d7b173c0466,4bf1ab8da09076b01fe829d4
197,657,50b39636e4b02d25ae80a309,475847d3f964a520cb4c1fe3
198,657,4ab6ba92f964a520c27820e3,47ea2d31f964a520644e1fe3
199,563,44ca1c8af964a520f6351fe3,50078af8e4b0e7f7bf018640
200,563,40d77680f964a52056011fe3,4a3953aff964a5205a9f1fe3
201,563,4d9885ae647d8cfa23ccf03d,49f5135cf964a5208e6b1fe3
202,563,485e640df964a520d7501fe3,4ecc046b0e61aaf0384f19c4
203,563,4a9c9100f964a5208f3720e3,4ac3dd8ef964a5202a9d20e3
204,563,4dd10cf4b0fb25f6e3817b33,4e1f052645dd3be9c4793cef
205,563,4a35c715f964a5205e9d1fe3,4d53a2c5a9378eec634eb2c4
206,563,4dd7c0afd1647fcf3e518ff3,4a92bca8f964a520811d20e3
207,563,3fd66200f964a52004e61ee3,4a5778a6f964a5202cb61fe3
208,563,41102700f964a520d60b1fe3,4b054e0df964a520aa5722e3
209,582,4f28b918e4b0188938346690,49f15227f964a520a5691fe3
210,582,4bc9c4ea937ca593fa40a692,4b195c2ff964a520e8db23e3
211,582,4b8baecef964a520d8a632e3,49bbd6c0f964a520f4531fe3
212,582,4a478d19f964a520d2a91fe3,4c9d6ae32fb1a143c5ade040
213,582,4b868537f964a520bc8d31e3,4f2ac616e4b05997ed6584ef
214,582,4be9bd54415e20a19633e4bb,435c2400f964a52012291fe3
215,582,4b71f6c5f964a52010672de3,4e8bcbd5dab424ec72a19378
216,582,4a43c0aef964a520c6a61fe3,4a381289f964a520ad9e1fe3
217,582,4e7b9f93b61c001c6b38f13f,4ec1e417f5b9abc8bcde8598
218,582,4f6d0488e4b07fa2c54d2cc4,43fe1ba4f964a520f82f1fe3
219,582,4c329d79213c2d7f4fcd355d,4a66f31af964a520dcc81fe3
220,582,476f8da1f964a520044d1fe3,4f75b8e7e4b0b8451d425348
221,582,4a19c1def964a520497a1fe3,4ec101392c5b252c1a28429a
222,582,4b6ccd06f964a52061552ce3,4bd5e59f6f649521b7e86fec
223,582,42377700f964a52024201fe3,4b4f2e87f964a52072fc26e3
224,582,4ab38f3df964a520ca6d20e3,4a49212cf964a52004ab1fe3
225,582,4df2f04dd4c01ff6b2eaca87,49f7456af964a5207b6c1fe3
226,582,4e93dfadd5fb27b8eadcc029,4b71f6d2f964a52012672de3
227,582,4459d2f1f964a520d7321fe3,424de080f964a520af201fe3
228,582,4c063ac9d3842d7f1c3fbf41,45112af0f964a5208d391fe3
229,582,4a32c3f9f964a5208c9a1fe3,4d8fb0e1b46488bf0e3adda2
230,582,4c02ec6bf56c2d7f442f1c66,4b21b0a6f964a5203f4024e3
231,582,4a12b724f964a52090771fe3,3fd66200f964a52096eb1ee3
232,582,4dab7425fa8cc764974da770,4176fc00f964a520b61d1fe3
233,582,4a43bcb7f964a520bba61fe3,4d1a880b1683a14310747551
234,582,4a79e11af964a520e0e71fe3,4ba5040cf964a520c6d038e3
235,582,4be5dfe9910020a13ea2d314,4b64b313f964a52059c92ae3
236,582,4dda977ad22d38ef4332c419,4ac7d78cf964a52011ba20e3
237,582,40f1d480f964a5206a0a1fe3,4f25dc11e4b063d402001061
238,582,4c7d0ee5247cb60c0cbd5f5e,4aa9386ef964a5208b5220e3
239,582,4bd730f609ecb7131855467c,4c34d4e46f1fef3b6ff1ec3d
240,582,4a33eb53f964a5206a9b1fe3,4f73bc94e4b0e33c0d2401bc
241,582,4cd3f20d9828b60cc31ad884,4a304695f964a52044991fe3
242,582,4bae1d87f964a52011863be3,3fd66200f964a5201deb1ee3
243,582,4b992b04f964a520726635e3,4f2ffa32e4b0d337d684b2d3
244,582,4c4b52ce9e6dbe9acbd4e10b,4b054e0df964a520aa5722e3
245,582,4b422afbf964a5200bce25e3,4c925091ae45224bbd34ef97
246,582,4b390cf4f964a5201c5525e3,4c896e121dcd199c41a04c1b
247,582,4b208e76f964a520213324e3,4c49c9469e3e2d7f66fc3f49
248,582,4b63658af964a520de762ae3,4f3a9e05bb3d2fbe725ca57a
249,400,40b68100f964a5207d001fe3,4b8c642ef964a5206dce32e3
250,400,4aa52d50f964a520834720e3,4ee78af729c29fa3f6a17695
251,400,408c5100f964a520c6f21ee3,4c1d0f98c09ed13ad4c5828e
252,400,4ee535472c5b5fc6cd1fd9d9,4e18dbedae6092c27656cead
253,400,4dd7c0afd1647fcf3e518ff3,427ff980f964a520b7211fe3
254,400,4efe4280e300fdc0476cefdd,4f62a0eee4b041039c0c09f8
255,530,4bc8903115a7ef3bc2507bda,4d633c7da45b548145c8ff2c
256,530,4ad74911f964a5203f0921e3,50612821e4b01a2daccdbbbc
257,530,4531059cf964a520683b1fe3,4f2ac616e4b05997ed6584ef
258,530,49c2df9cf964a5203b561fe3,4f95ba5be4b0d95a82d3d4a7
259,530,4afd738bf964a520e92722e3,4e691e82b9930387355c629d
260,530,43c2d364f964a5204b2d1fe3,429ba900f964a52093241fe3
261,530,49b0c608f964a520cd521fe3,4bd73de632a29521cc1dd6b8
262,530,3fd66200f964a52044e81ee3,4bf14dbe564c0f473f366d49
263,434,49cdac4cf964a5200e5a1fe3,46615a4ff964a52064471fe3
264,434,4b5b78b4f964a520c40029e3,3fd66200f964a52034e81ee3
265,434,4a4821f5f964a52095aa1fe3,4bf841a192d1952162335a1f
266,434,4840fe6bf964a52030501fe3,4fa16401e4b0dae72e3925a3
267,434,4abc3ed5f964a520e48620e3,4f4f7d0be4b0e5248142bc5f
268,434,40749600f964a52051f21ee3,4e38769214959f85779f8375
269,434,43a52546f964a520532c1fe3,4f561f56e4b005c47ff07256
270,434,4a9ac075f964a5207b3220e3,4dd80993e4cd37c893bb2abf
271,434,4b39f942f964a520e95f25e3,4d9c92f4baae54815f2cde64
272,434,49c64842f964a5202e571fe3,3fd66200f964a52056ee1ee3
273,434,4a07ac6af964a5208f731fe3,4abab3bff964a5208b8220e3
274,936,4a078b2ff964a5207f731fe3,4c360f57dfb0e21e706aaaa8
275,936,4e54e3a17d8b96cd06121e05,4a728f52f964a52037db1fe3
276,936,4c02ec6bf56c2d7f442f1c66,4f80a871e4b0a6d0b654f7dc
277,936,4a96a837f964a5207e2620e3,4bab9c66f964a520e8b83ae3
278,936,4a5eac1ff964a52008bf1fe3,4c87a82556e03704a41cb4a3
279,936,4d3ed116557d6dcb4c375244,4c6084a11e5cd13a0de3a1ed
280,936,4e7365ae18386b46491d0f9a,4b75af66f964a520e31c2ee3
281,936,427d5680f964a520a8211fe3,4dc87d6ab0fbf26798b68206
282,936,49fe488ef964a5208a6f1fe3,4fcc412ae4b09949e49201c8
283,936,4c54e32d479fc9283143de93,4ea33bdcb6347b996825dbca
284,936,460d4b1ef964a52004451fe3,4aad54f5f964a520be5f20e3
285,936,447bf8f1f964a520ec331fe3,4b6daa1cf964a52072842ce3
286,936,4bc259d4920eb713a3211c2c,4e38769214959f85779f8375
287,936,4df2f04dd4c01ff6b2eaca87,4f48749de4b0e13229e306a7
288,936,4b934941f964a5209c3e34e3,4cb73d67589f236ac95b3d3d
289,936,4da08172784f3704f4889baf,4e0123ec62843b639cfab90d
290,77,4d29d6d7849f37041b5b8241,4bf3ee8098ac0f471d5c63a8
291,77,4db9f3a50437ffd207981bfa,4bb64dbd6edc76b04cb9301c
292,77,4df38937d1649c8a28e34ae3,4ba64027f964a520283f39e3
293,77,4cf15597899c6ea8f1f1efc1,4eaa78cc4fc6d0cb8bbabcda
294,77,49b7ed6df964a52030531fe3,50a5b53be4b0c9588221654f
295,77,4a7a0b43f964a5204be81fe3,4e2b1951d4c0e5c89ac0dc26
296,77,40749600f964a52051f21ee3,4cd896307d454688697deced
297,822,4620e16df964a52087451fe3,3fd66200f964a52020e81ee3
298,822,3fd66200f964a52047e71ee3,4b00a2abf964a520264022e3
299,822,4dd10cf4b0fb25f6e3817b33,4c3df53e6faac9b6c48a0d76
300,822,4f95cf8bd5fb282730b426c5,451d2920f964a5208d3a1fe3
